,num,title,init_year,area,genre,rating_num,comment_num,language,director,cast,movie_duration,tags
83,84,第六感,1999,美国,剧情 悬疑 惊悚,8.8,244405,"英语', '拉丁语', '西班牙语",M·奈特·沙马兰 M. Night Shyamalan,"布鲁斯·威利斯 Bruce Willis', '海利·乔·奥斯蒙 Haley Joel Osment', '托妮·科莱特 Toni Collette', '奥莉维亚·威廉姆斯 Olivia Williams', '唐尼·沃尔伯格 Donnie Wahlberg', '特拉沃·摩根 Trevor Morgan', '彼得·安东尼·唐伯蒂斯 Peter Anthony Tambakis', '格伦·菲茨杰拉德 Glenn Fitzgerald', '米莎·巴顿 Mischa Barton', 'Lisa Summerour', 'Firdous Bamji', 'Jeffrey Zubernis",107,"[{'count': 45271, 'name': '悬疑'}, {'count': 31162, 'name': '美国'}, {'count': 31076, 'name': '惊悚'}, {'count': 27954, 'name': '灵异'}, {'count': 22942, 'name': '心理'}, {'count': 17075, 'name': '经典'}, {'count': 13676, 'name': '剧情'}, {'count': 10707, 'name': '恐怖'}]"
84,85,重庆森林,1994,香港,剧情 爱情,8.7,345271,"粤语', '汉语普通话', '英语', '印地语', '日语",王家卫 Kar Wai Wong,"林青霞 Brigitte Lin', '金城武 Takeshi Kaneshiro', '梁朝伟 Tony Leung Chiu Wai', '王菲 Faye Wong', '周嘉玲 Valerie Chow",102,"[{'count': 83023, 'name': '王家卫'}, {'count': 35921, 'name': '王菲'}, {'count': 32938, 'name': '梁朝伟'}, {'count': 32893, 'name': '重庆森林'}, {'count': 31700, 'name': '香港'}, {'count': 31221, 'name': '爱情'}, {'count': 23447, 'name': '香港电影'}, {'count': 22545, 'name': '金城武'}]"
85,86,末代皇帝,1987,意大利 中国大陆 英国 法国,剧情 传记 历史,8.9,177641,"英语', '汉语普通话', '日语', '俄语",贝纳尔多·贝托鲁奇 Bernardo Bertolucci,"尊龙 John Lone', '陈冲 Joan Chen', ""彼得·奥图尔 Peter O'Toole"", '英若诚 Ruocheng Ying', '黄自强 Victor Wong', '丹尼斯·邓恩 Dennis Dun', '坂本龙一 Ryuichi Sakamoto', '马吉·汉 Maggie Han', '里克·扬 Ric Young', '邬君梅 Vivian Wu', '田川洋行 Cary-Hiroyuki Tagawa', '苟杰德 Jade go', '理查德·吴 Richard Vuu', '皱缇格 Tsou Tijger', '陈凯歌 Kaige Chen', '吴涛 Tao Wu', '卢燕 Lisa Lu', '亨利·欧 Henry O', '陈述 Shu Chen', '樊光耀 Kuang-Yao Fan', '鲍皓昕 Basil Pao', '黄文捷', 'Ruzhen Shao', 'Henry Kyi', 'Liangbin Zhang', 'Dong Liang', '康斯坦丁·格雷戈里 Constantine Gregory', 'Lucia Hwong', '王涛', '宋怀桂 Huaikuei Soong",163,"[{'count': 26676, 'name': '历史'}, {'count': 22729, 'name': '传记'}, {'count': 13149, 'name': '经典'}, {'count': 12939, 'name': '意大利'}, {'count': 7038, 'name': '溥仪'}, {'count': 6397, 'name': '人生'}, {'count': 6166, 'name': '剧情'}, {'count': 4843, 'name': '1987'}]"
86,87,大鱼,2003,美国,剧情 家庭 奇幻 冒险,8.7,262785,"英语', '法语', '俄语', '粤语', '汉语普通话",蒂姆·波顿 Tim Burton,"伊万·麦克格雷格 Ewan McGregor', '阿尔伯特·芬尼 Albert Finney', '比利·克鲁德普 Billy Crudup', '杰西卡·兰格 Jessica Lange', '海伦娜·伯翰·卡特 Helena Bonham Carter', '艾莉森·洛曼 Alison Lohman', '罗伯特·吉尔劳姆 Robert Guillaume', '玛丽昂·歌迪亚 Marion Cotillard', '马修·麦克格罗里 Matthew McGrory', '大卫·丹曼 David Denman', '米西·派勒 Missi Pyle', '卢顿·万恩怀特三世 Loudon Wainwright III', '艾达·泰 ada tai', '艾伦妮·泰 Arlene tai', '史蒂夫·布西密 Steve Buscemi', '丹尼·德维托 Danny DeVito', '迪普·罗伊 Deep Roy', '海利·安妮·内尔森 Hailey Anne Nelson",125,"[{'count': 38995, 'name': '亲情'}, {'count': 31792, 'name': '美国'}, {'count': 30356, 'name': 'TimBurton'}, {'count': 29758, 'name': '奇幻'}, {'count': 19867, 'name': '童话'}, {'count': 19302, 'name': '魔幻'}, {'count': 14569, 'name': '剧情'}, {'count': 13401, 'name': '美国电影'}]"
87,88,禁闭岛,2010,美国,剧情 悬疑 惊悚,8.6,375389,"英语', '德语",Martin Scorsese,"莱昂纳多·迪卡普里奥 Leonardo DiCaprio', '马克·鲁弗洛 Mark Ruffalo', '本·金斯利 Ben Kingsley', '马克斯·冯·叙多 Max von Sydow', '米歇尔·威廉姆斯 Michelle Williams', '艾米莉·莫迪默 Emily Mortimer', '派翠西娅·克拉克森 Patricia Clarkson', '杰基·厄尔·哈利 Jackie Earle Haley', '泰德·拉文 Ted Levine', '约翰·卡洛·林奇 John Carroll Lynch', '伊莱亚斯·科泰斯 Elias Koteas', '罗宾·巴特利特 Robin Bartlett', '克里斯托弗·邓汉 Christopher Denham', '约瑟夫·斯科拉 Joseph Sikora",138,"[{'count': 83976, 'name': '悬疑'}, {'count': 39990, 'name': '莱昂纳多·迪卡普里奥'}, {'count': 37951, 'name': '心理'}, {'count': 37763, 'name': '美国'}, {'count': 37495, 'name': '惊悚'}, {'count': 25087, 'name': 'LeonardoDiCaprio'}, {'count': 23215, 'name': '剧情'}, {'count': 15706, 'name': '美国电影'}]"
88,89,射雕英雄传之东成西就,1993,香港,喜剧 古装,8.7,286779,粤语,刘镇伟 Jeffrey Lau,"梁朝伟 Tony Leung Chiu Wai', '林青霞 Brigitte Lin', '张国荣 Leslie Cheung', '叶玉卿 Veronica Yip', '张学友 Jacky Cheung', '王祖贤 Joey Wong', '张曼玉 Maggie Cheung', '梁家辉 Tony Leung Ka Fai', '刘嘉玲 Carina Lau', '钟镇涛 Kenny Bee', '鲍起静 Hee Ching Paw",113,"[{'count': 47877, 'name': '喜剧'}, {'count': 38467, 'name': '香港'}, {'count': 33225, 'name': '搞笑'}, {'count': 30370, 'name': '经典'}, {'count': 22156, 'name': '张国荣'}, {'count': 16214, 'name': '梁朝伟'}, {'count': 13875, 'name': '刘镇伟'}, {'count': 5088, 'name': '1993'}]"
89,90,狩猎,2012,丹麦 瑞典,剧情,9.0,135559,"丹麦语', '英语', '波兰语",托马斯·温特伯格 Thomas Vinterberg,"麦斯·米科尔森 Mads Mikkelsen', '托玛斯·博·拉森 Thomas Bo Larsen', '安妮卡•韦德科普 Annika Wedderkopp', '拉丝·弗格斯托姆 Lasse Fogelstrøm', '苏西•沃德 Susse Wold', 'Anne Louise Hassing', 'Lars Ranthe', '亚历山德拉·拉帕波特 Alexandra Rapaport",115,"[{'count': 29468, 'name': '人性'}, {'count': 21631, 'name': '丹麦'}, {'count': 15499, 'name': '剧情'}, {'count': 11789, 'name': '心理'}, {'count': 11166, 'name': '社会'}, {'count': 6931, 'name': '悬疑'}, {'count': 6307, 'name': '2012'}, {'count': 5244, 'name': '北欧'}]"
90,91,甜蜜蜜,1996,香港,剧情 爱情,8.8,240839,"粤语', '汉语普通话', '英语",陈可辛 Peter Chan,"黎明 Leon Lai', '张曼玉 Maggie Cheung', '杨恭如 Kristy Yang', '曾志伟 Eric Tsang', '杜可风 Christopher Doyle', '张同祖 Tongzu Zhang', '诸慧荷 Irene Tsu Wai-Ho', '丁羽 Yu Ting",118,"[{'count': 46176, 'name': '爱情'}, {'count': 41509, 'name': '香港'}, {'count': 25514, 'name': '经典'}, {'count': 21390, 'name': '文艺'}, {'count': 16108, 'name': '怀旧'}, {'count': 10594, 'name': '浪漫'}, {'count': 7804, 'name': '1996'}, {'count': 7683, 'name': '缘分'}]"
91,92,布达佩斯大饭店,2014,美国 德国 英国,剧情 喜剧,8.8,326367,"英语', '法语', '德语",韦斯·安德森 Wes Anderson,"拉尔夫·费因斯 Ralph Fiennes', '托尼·雷沃洛利 Tony Revolori', '艾德里安·布洛迪 Adrien Brody', '威廉·达福 Willem Dafoe', '裘德·洛 Jude Law', '爱德华·诺顿 Edward Norton', '西尔莎·罗南 Saoirse Ronan', '蒂尔达·斯文顿 Tilda Swinton', '比尔·默瑞 Bill Murray', '蕾雅·赛杜 Léa Seydoux', '欧文·威尔逊 Owen Wilson', '詹森·舒瓦兹曼 Jason Schwartzman', '马修·阿马立克 Mathieu Amalric', 'F·默里·亚伯拉罕 F. Murray Abraham', '汤姆·威尔金森 Tom Wilkinson', '杰夫·高布伦 Jeff Goldblum', '哈威·凯特尔 Harvey Keitel",99,"[{'count': 33267, 'name': '黑色幽默'}, {'count': 30342, 'name': '美国'}, {'count': 29351, 'name': '喜剧'}, {'count': 23422, 'name': '文艺'}, {'count': 19703, 'name': '剧情'}, {'count': 14532, 'name': '2014'}, {'count': 12582, 'name': '经典'}, {'count': 12579, 'name': '人性'}]"
92,93,一一,2000,台湾 日本,剧情 爱情 家庭,8.9,162232,"汉语普通话', '闽南语', '福建话', '英语', '日语",杨德昌 Edward Yang,"吴念真', '李凯莉 Kelly Lee', '金燕玲 Elaine Jin', '张洋洋 Jonathan Chang', '萧淑慎 Shu-shen Hsiao', '尾形一成 Issei Ogata', '陈希圣 Hsi-Sheng Chen', '林孟瑾 Adriene Lin', '陈以文 Yiwen Chen', '柯宇纶 Lawrence Ko', '张育邦', '柯素云 Su-Yun Ko', '唐如韫 Ruyun Tang', '徐淑媛 Shu-yuan Hsu', '曾心怡', '陶传正 Chuan-cheng Tao",173,"[{'count': 35560, 'name': '杨德昌'}, {'count': 28949, 'name': '台湾'}, {'count': 19698, 'name': '台湾电影'}, {'count': 19161, 'name': '文艺'}, {'count': 14722, 'name': '生活'}, {'count': 14311, 'name': '一一'}, {'count': 6649, 'name': '楊德昌'}, {'count': 5302, 'name': '人生'}]"
93,94,致命ID,2003,美国,剧情 悬疑 惊悚,8.6,331901,英语,James Mangold,"John Cusack', 'Ray Liotta', 'Amanda Peet', 'Alfred Molina', 'Clea DuVall",90,"[{'count': 77823, 'name': '悬疑'}, {'count': 52403, 'name': '惊悚'}, {'count': 51158, 'name': '心理'}, {'count': 33596, 'name': '美国'}, {'count': 30176, 'name': '犯罪'}, {'count': 15663, 'name': '剧情'}, {'count': 14516, 'name': '人性'}, {'count': 14479, 'name': '恐怖'}]"
94,95,阳光姐妹淘,2011,韩国,剧情 喜剧,8.8,279937,韩语,姜炯哲 Hyeong-Cheol Kang,"沈恩京 Eun-kyung Shim', '闵孝琳 Hyo-rin Min', '姜索拉 So-Ra Kang', '南宝拉 Bo-ra Nam', '陈熙京 Hee-kyung Jin', '金时厚 Shi-hoo Kim', '柳好贞 Ho-jeong Yu', '朴真珠 Jin-ju Park', '金甫美 Bo-Mi Kim', '千禹熙 Cheon Woo-Hee', '李璟荣 Kyeong-yeong Lee",124,"[{'count': 54516, 'name': '青春'}, {'count': 54506, 'name': '友情'}, {'count': 47039, 'name': '韩国'}, {'count': 27483, 'name': '成长'}, {'count': 20057, 'name': '感人'}, {'count': 19609, 'name': '温情'}, {'count': 15332, 'name': '喜剧'}, {'count': 13401, 'name': '感动'}]"
95,96,告白,2010,日本,剧情 惊悚,8.7,355650,日语,中岛哲也 Tetsuya Nakashima,"松隆子 Takako Matsu', '冈田将生 Masaki Okada', '木村佳乃 Yoshino Kimura', '西井幸人 Yukito Nishii', '桥本爱 Ai Hashimoto', '芦田爱菜 Ashida Mana', '三吉彩花 Ayaka Miyoshi', '藤原薰 Kaoru Fujiwara', '井之肋海 Kai Inowaki', '清水尚弥 Naoya Shimizu', '高桥努 Tsutomu Takahashi', '一井直树 Naoki Ichii', '能年玲奈 Rena Nounen', '新井浩文 Hirofumi Arai', '野本萤 Hotaru Nomoto",106,"[{'count': 53193, 'name': '日本'}, {'count': 44080, 'name': '悬疑'}, {'count': 37478, 'name': '人性'}, {'count': 14379, 'name': '剧情'}, {'count': 12907, 'name': '惊悚'}, {'count': 12019, 'name': '犯罪'}, {'count': 11924, 'name': '2010'}, {'count': 10590, 'name': '心理'}]"
96,97,哈利·波特与魔法石,2001,美国 英国,奇幻 冒险,8.7,269440,英语,Chris Columbus,"Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Alan Rickman', 'Maggie Smith', 'Tom Felton', 'Ian Hart', 'Richard Harris', 'John Hurt', 'Robbie Coltrane', 'Julie Walters', 'Bonnie Wright', 'John Cleese', 'Sean Biggerstaff",152,"[{'count': 40312, 'name': '哈利波特'}, {'count': 33724, 'name': '魔幻'}, {'count': 17333, 'name': '美国'}, {'count': 17101, 'name': '英国'}, {'count': 15749, 'name': '奇幻'}, {'count': 11567, 'name': 'harrypotter'}, {'count': 8107, 'name': '科幻'}, {'count': 7869, 'name': '2001'}]"
97,98,上帝之城,2002,巴西 法国,犯罪 剧情,8.9,162807,葡萄牙语,"Kátia Lund', 'Fernando Meirelles","Alexandre Rodrigues', 'Leandro Firmino', '菲利佩·哈根森 Phellipe Haagensen', '道格拉斯·席尔瓦 Douglas Silva', 'Jonathan Haagensen', 'Matheus Nachtergaele', '索·豪黑 Seu Jorge', '艾莉丝·布拉加 Alice Braga",130,"[{'count': 31546, 'name': '巴西'}, {'count': 29880, 'name': '暴力'}, {'count': 28276, 'name': '犯罪'}, {'count': 21290, 'name': '黑帮'}, {'count': 7309, 'name': '青春'}, {'count': 5980, 'name': '南美'}, {'count': 4379, 'name': '剧情'}, {'count': 4237, 'name': '人性'}]"
98,99,断背山,2005,美国 加拿大,剧情 爱情 同性 家庭,8.6,332258,英语,李安 Ang Lee,"希斯·莱杰 Heath Ledger', '杰克·吉伦哈尔 Jake Gyllenhaal', '米歇尔·威廉姆斯 Michelle Williams', '安妮·海瑟薇 Anne Hathaway', '凯特·玛拉 Kate Mara', '兰迪·奎德 Randy Quaid', '琳达·卡德里尼 Linda Cardellini', '安娜·法瑞丝 Anna Faris', 'Graham Beckel', '斯科特·迈克尔·坎贝尔 Scott Michael Campbell', '大卫·哈伯 David Harbour', 'Roberta Maxwell', 'Peter McRobbie",134,"[{'count': 50907, 'name': '同性'}, {'count': 42428, 'name': '爱情'}, {'count': 41642, 'name': '美国'}, {'count': 23945, 'name': '经典'}, {'count': 15107, 'name': '感人'}, {'count': 14672, 'name': '剧情'}, {'count': 12666, 'name': '人生'}, {'count': 8682, 'name': '2005'}]"
99,100,加勒比海盗,2003,美国,动作 冒险 奇幻,8.6,359176,英语,戈尔·维宾斯基 Gore Verbinski,"约翰尼·德普 Johnny Depp', '杰弗里·拉什 Geoffrey Rush', '奥兰多·布鲁姆 Orlando Bloom', '凯拉·奈特莉 Keira Knightley', '杰克·达文波特 Jack Davenport', '乔纳森·普雷斯 Jonathan Pryce",143,"[{'count': 37919, 'name': '加勒比海盗'}, {'count': 34529, 'name': '美国'}, {'count': 30009, 'name': '魔幻'}, {'count': 27804, 'name': '海盗'}, {'count': 23961, 'name': '奇幻'}, {'count': 17568, 'name': '动作'}, {'count': 9216, 'name': '冒险'}, {'count': 7146, 'name': '约翰尼·德普'}]"
100,101,猫鼠游戏,2002,美国 加拿大,传记 犯罪 剧情,8.7,236420,"英语', '法语",史蒂文·斯皮尔伯格 Steven Spielberg,"莱昂纳多·迪卡普里奥 Leonardo DiCaprio', '汤姆·汉克斯 Tom Hanks', '克里斯托弗·沃肯 Christopher Walken', '马丁·辛 Martin Sheen', '艾米·亚当斯 Amy Adams', '珍妮弗·加纳 Jennifer Garner', '伊丽莎白·班克斯 Elizabeth Banks', '纳塔莉·贝伊 Nathalie Baye', '詹姆斯·布洛林 James Brolin', '艾伦·旁派 Ellen Pompeo', 'Nancy Lenehan', '布莱恩·豪威  Brian Howe', '弗兰克·约翰·休斯 Frank John Hughes', 'Chris Ellis",141,"[{'count': 31294, 'name': '犯罪'}, {'count': 27163, 'name': '美国'}, {'count': 25427, 'name': 'LeonardoDiCaprio'}, {'count': 19662, 'name': '剧情'}, {'count': 18225, 'name': '斯皮尔伯格'}, {'count': 15424, 'name': '汤姆·汉克斯'}, {'count': 13715, 'name': 'TomHanks'}, {'count': 11273, 'name': '美国电影'}]"
101,102,摩登时代,1936,美国,喜剧 剧情 爱情,9.2,93182,英语,查理·卓别林 Charles Chaplin,"查理·卓别林 Charles Chaplin', '宝莲·高黛 Paulette Goddard', '亨利·伯格曼 Henry Bergman', 'Tiny Sandford', '切斯特·康克林 Chester Conklin",87,"[{'count': 18826, 'name': '卓别林'}, {'count': 14204, 'name': '喜剧'}, {'count': 12115, 'name': '经典'}, {'count': 10792, 'name': '默片'}, {'count': 10021, 'name': '美国'}, {'count': 8997, 'name': '黑白'}, {'count': 4341, 'name': '美国电影'}, {'count': 4284, 'name': 'CharlesChaplin'}]"
102,103,爱在黎明破晓前,1995,美国 奥地利 瑞士,剧情 爱情,8.7,229088,"英语', '德语', '法语",理查德·林克莱特 Richard Linklater,"伊桑·霍克 Ethan Hawke', '朱莉·德尔佩 Julie Delpy', '安德莉亚·埃克特 Andrea Eckert', 'Hanno Pöschl', 'Karl Bruckschwaiger",101,"[{'count': 60250, 'name': '爱情'}, {'count': 31932, 'name': '文艺'}, {'count': 24785, 'name': '美国'}, {'count': 24457, 'name': '浪漫'}, {'count': 20465, 'name': '旅行'}, {'count': 15449, 'name': '经典'}, {'count': 8392, 'name': '1995'}, {'count': 6388, 'name': '奥地利'}]"
103,104,阿凡达,2009,美国 英国,动作 科幻 冒险,8.6,546472,"英语', '西班牙语",詹姆斯·卡梅隆 James Cameron,"萨姆·沃辛顿 Sam Worthington', '佐伊·索尔达娜 Zoe Saldana', '西格妮·韦弗 Sigourney Weaver', '史蒂芬·朗 Stephen Lang', '米歇尔·罗德里格兹 Michelle Rodriguez', '吉奥瓦尼·瑞比西 Giovanni Ribisi', '乔·大卫·摩尔  Joel David Moore', '希·庞德 CCH Pounder', '韦斯·斯塔迪 Wes Studi', '拉兹·阿隆索 Laz Alonso', '迪利普·劳 Dileep Rao', '马特·杰拉德 Matt Gerald",162,"[{'count': 118301, 'name': '科幻'}, {'count': 77295, 'name': '3D'}, {'count': 70041, 'name': '美国'}, {'count': 36977, 'name': '震撼'}, {'count': 34506, 'name': 'IMAX'}, {'count': 25885, 'name': '史诗'}, {'count': 18024, 'name': '战争'}, {'count': 16606, 'name': '2009'}]"
104,105,穿条纹睡衣的男孩,2008,英国 美国,剧情 战争,8.9,153151,英语,马克·赫门 Mark Herman,"阿沙·巴特菲尔德 Asa Butterfield', '维拉·法米加 Vera Farmiga', '大卫·休里斯 David Thewlis', '杰克·塞隆 Jack Scanlon', '鲁伯特·弗兰德 Rupert Friend', '谢拉·汉考克 Sheila Hancock', '大卫·海曼 David Hayman', '贝拉·费斯彼姆 Béla Fesztbaum",94,"[{'count': 27470, 'name': '二战'}, {'count': 20999, 'name': '战争'}, {'count': 16438, 'name': '人性'}, {'count': 13249, 'name': '穿条纹衣服的男孩'}, {'count': 12256, 'name': '剧情'}, {'count': 10239, 'name': '美国'}, {'count': 7685, 'name': '英国'}, {'count': 7006, 'name': '纳粹'}]"
105,106,风之谷,1984,日本,科幻 动画 奇幻 冒险,8.8,182670,日语,宫崎骏 Hayao Miyazaki,"岛本须美 Sumi Shimamoto', '松田洋治 Yôji Matsuda', '榊原良子 Yoshiko Sakakibara', '辻村真人 Mahito Tsujimura', '京田尚子 Hisako Kyôda', '纳谷悟郎 Gorô Naya', '永井一郎 Ichirô Nagai', '宫内幸平 Kôhei Miyauchi', '八奈见乘儿 Jôji Yanami', '矢田稔 Minoru Yada', '富永美伊奈 Mîna Tominaga', '家弓家正 Iemasa Kayumi', '吉田理保子 Rihoko Yoshida', '菅谷政子 Masako Sugaya', '坂本千夏 Chika Sakamoto', '鳕子 Tarako', '麦人 Mugihito', '大塚芳忠 Hôchû Ôtsuka",117,"[{'count': 50952, 'name': '宫崎骏'}, {'count': 27452, 'name': '动画'}, {'count': 20666, 'name': '日本'}, {'count': 14127, 'name': '风之谷'}, {'count': 9526, 'name': '日本动画'}, {'count': 7767, 'name': '动漫'}, {'count': 7018, 'name': '宮崎駿'}, {'count': 4358, 'name': '电影'}]"
106,107,爱在日落黄昏时,2004,美国,剧情 爱情,8.7,205534,"英语', '法语",理查德·林克莱特 Richard Linklater,"伊桑·霍克 Ethan Hawke', '朱莉·德尔佩 Julie Delpy', '弗农·多布切夫 Vernon Dobtcheff",80,"[{'count': 53639, 'name': '爱情'}, {'count': 27283, 'name': '文艺'}, {'count': 24426, 'name': '美国'}, {'count': 19693, 'name': '浪漫'}, {'count': 13183, 'name': '经典'}, {'count': 10997, 'name': '人生'}, {'count': 10870, 'name': '旅行'}, {'count': 6750, 'name': '2004'}]"
107,108,消失的爱人,2014,美国,剧情 犯罪 悬疑 惊悚,8.7,369325,英语,大卫·芬奇 David Fincher,"本·阿弗莱克 Ben Affleck', '罗莎蒙德·派克 Rosamund Pike', '尼尔·帕特里克·哈里斯 Neil Patrick Harris', '凯莉·库恩 Carrie Coon', '泰勒·派瑞 Tyler Perry', '金·迪肯斯 Kim Dickens', '米西·派勒 Missi Pyle', '波伊德·霍布鲁克 Boyd Holbrook', '艾米丽·拉塔科斯基 Emily Ratajkowski', '雪拉·渥德 Sela Ward', '派屈克·福吉特 Patrick Fugit', '斯科特·麦克纳里 Scoot McNairy', '凯西·威尔逊 Casey Wilson', '李·诺里斯 Lee Norris",149,"[{'count': 57644, 'name': '悬疑'}, {'count': 38978, 'name': '美国'}, {'count': 30805, 'name': '人性'}, {'count': 28035, 'name': '剧情'}, {'count': 27071, 'name': '犯罪'}, {'count': 24166, 'name': '心理'}, {'count': 22407, 'name': '惊悚'}, {'count': 21925, 'name': '爱情'}]"
108,109,侧耳倾听,1995,日本,剧情 爱情 动画 音乐,8.8,174892,"日语', '英语",近藤喜文 Yoshifumi Kondo,"本名阳子 Youko Honna', '小林桂树 Keiju Kobayashi', '高山南 Minami Takayama', '高桥一生 Issei Takahashi', '山下容莉枝 Yorie Yamashita', '室井滋 Shigeru Muroi', '露口茂 Shigeru Tsuyuguchi', 'Mayumi Iizuka",111,"[{'count': 46161, 'name': '宫崎骏'}, {'count': 25708, 'name': '动画'}, {'count': 20310, 'name': '日本'}, {'count': 14396, 'name': '侧耳倾听'}, {'count': 11903, 'name': '吉卜力'}, {'count': 10763, 'name': '爱情'}, {'count': 9955, 'name': '日本动画'}, {'count': 6964, 'name': '动漫'}]"
109,110,萤火虫之墓,1988,日本,动画 剧情 战争,8.7,210124,日语,高畑勋 Isao Takahata,"辰己努', '白石绫乃', '志乃原良子', '山口朱美', '端田宏三",89,"[{'count': 38068, 'name': '宫崎骏'}, {'count': 30378, 'name': '动画'}, {'count': 26486, 'name': '日本'}, {'count': 24157, 'name': '战争'}, {'count': 20711, 'name': '亲情'}, {'count': 16377, 'name': '再见萤火虫'}, {'count': 10372, 'name': '日本动画'}, {'count': 6884, 'name': '动漫'}]"
